Epoch,Text_id_setup_0502,Text_id_setup_0503
1631607209,29.9916,76.93
1631610809,30.4676,76.93
1631614409,30.5233,76.93
1631618009,29.8427,78.7459
1631621609,29.7645,79.4629
1631625209,29.2987,82.7256
1631628809,29.0108,83.6943
1631632409,28.318,81.3106
1631636009,28.318,80.96
1631638800,28.3108,80.96
1631642400,28.107,80.96
1631646000,27.99,80.96
1631649600,27.893,80.96
1631653200,27.893,80.96
1631656800,27.7599,80.96
1631660400,27.682,80.96
1631664000,27.682,80.96
1631667600,27.7018,80.96
1631671200,28.3715,79.767
1631674800,29.0461,75.6512
1631678400,29.5296,72.5895
1631682000,29.7665,70.855
1631685600,30.1288,70.855
1631689200,30.184,70.855
1631692800,30.3393,70.855
1631696400,30.395,72.5986
1631700000,30.1203,74.877
1631703600,29.694,74.877
1631707200,29.322,76.6801
1631710800,29.322,77.528
1631714400,29.2092,79.9298
1631718000,29.0437,80.4629
1631721600,29.108,79.0588
1631725201,29.0895,80.912
1631728801,28.7217,80.912
1631732401,28.686,80.912
1631736001,28.686,80.912
1631739601,28.686,80.912
1631743201,28.686,80.912
1631746801,28.5013,80.912
1631750401,28.472,80.912
1631754001,28.6778,80.912
1631757601,28.9588,79.0676
1631761201,29.5416,76.148
1631764801,29.7979,74.7475
1631768401,30.128,71.5675
1631772001,30.2234,70.867
1631775601,30.5969,69.5121
1631779201,30.7156,68.849
1631782801,30.5358,70.2184
1631786401,30.3814,72.3784
1631790001,28.9052,81.202
1631793601,29.0507,80.928
1631797201,29.1149,79.0105
1631800801,29.3853,78.861
1631804401,29.4988,78.9107
1631808360,29.3434,80.2652
1631811600,29.164,82.148
1631815200,29.0394,82.148
1631818800,28.7601,82.148
1631822400,28.6022,82.148
1631826000,28.529,82.148
1631829600,28.529,82.148
1631833200,28.529,82.148
1631836800,28.529,82.148
1631840400,28.7096,81.799
1631844000,29.2211,79.3188
1631847600,29.4826,77.1457
1631851200,30.1173,74.243
1631857942,30.3466,73.211
1631861542,30.7986,68.5447
1631865142,31.595,65.147
1631868742,30.9225,66.2014
1631872342,30.19,67.2052
1631875942,29.3814,70.8485
1631879542,29.3201,66.0479
1631883142,29.3049,67.7095
1631886742,29.0714,69.116
1631890342,29.2315,70.5878
1631893942,29.1515,74.7332
1631897542,28.7735,77.31
1631898000,28.673,77.31
1631901600,28.673,78.7217
1631905200,28.673,79.315
1631908800,28.4896,79.315
1631912400,28.4103,79.315
1631916000,28.2086,79.315
1631919600,28.051,79.315
1631923200,28.051,79.315
1631926800,28.147,79.315
1631930400,28.5657,78.648
1631934000,29.2593,77.2003
1631937600,29.7449,73.7037
1631942160,30.5933,69.1061
1631945760,31.5066,64.9382
1631951117,30.7401,65.2893
1631954717,30.534,69.2437
1631958317,30.2195,67.7022
1631961917,30.529,67.2969
1631965517,29.7068,72.5438
1631969117,29.2548,74.7037
1631972717,29.4139,73.872
1631976317,29.3256,75.5167
1631979917,29.308,76.8402
1631983517,29.2655,77.902
1631984400,29.108,77.902
1631988000,28.9063,79.5126
1631991600,28.2043,83.93
1631995200,28.262,83.7129
1631998800,28.3195,81.919
1632002400,28.262,81.919
1632006000,28.1886,81.5207
1632009600,27.985,79.911
1632013200,27.85,79.0957
1632016800,27.9842,77.877
1632020400,28.8315,76.4872
1632024000,29.2611,74.6421
1632027600,29.3484,73.866
1632031200,29.9525,71.4228
1632034800,30.3989,69.1684
1632038400,30.553,68.4066
1632042000,30.4315,69.787
1632045600,30.0676,71.4764
1632049200,29.1058,74.9968
1632052800,27.9342,80.237
1632056400,27.2633,83.865
1632060000,27.1493,83.865
1632063600,28.0066,81.2382
1632067200,28.2629,79.8085
1632070801,28.3274,77.832
1632074401,28.008,79.6602
1632078001,28.008,79.841
1632081601,27.908,79.841
1632085201,27.6015,81.6019
1632088801,27.583,81.843
1632092401,27.583,81.843
1632096001,27.5989,81.843
1632099601,27.9102,81.128
1632103201,28.5554,78.7123
1632106801,29.1845,75.5477
1632110401,29.8176,71.9126
1632114001,30.0288,70.1224
1632117601,30.339,67.1021
1632121201,30.4874,66.2664
1632124801,30.5529,68.8731
1632128401,30.0983,70.6158
1632132001,29.5645,72.7133
1632135601,29.533,73.4242
1632139201,29.533,72.4694
1632142801,29.5024,73.3109
1632146401,29.1115,71.601
1632150001,29.108,72.4698
1632153601,29.108,74.9047
1632157200,28.7827,75.639
1632160800,28.5013,75.639
1632164400,28.472,75.639
1632168000,28.2869,77.1345
1632171600,28.248,77.648
1632175200,28.248,77.648
1632178800,28.248,77.648
1632182400,28.2273,79.1945
1632186000,28.6039,78.9238
1632189600,29.0682,76.7303
1632193200,29.4563,73.0823
1632196800,29.493,71.606
1632200400,29.6914,71.606
1632204000,29.8711,71.606
1632207600,29.9812,70.9175
1632211200,28.6549,77.1474
1632214800,28.7518,77.572
1632218400,29.2656,77.572
1632222000,29.1639,77.572
1632225600,29.0667,77.8656
1632229200,28.9586,79.598
1632232800,28.5456,80.9817
1632236400,28.7569,79.867
1632240000,28.913,78.4377
1632243601,28.8798,77.584
1632247201,28.5734,79.2611
1632250801,28.3807,79.609
1632254401,28.472,79.609
1632258001,28.472,79.609
1632261601,28.472,79.609
1632265201,28.2869,79.609
1632268801,28.3113,79.609
1632272401,28.6353,79.4197
1632276001,28.8939,76.0938
1632281877,29.8026,72.3798
1632285477,30.5574,67.6028
1632289077,30.685,66.7455
1632292677,30.8421,66.235
1632296277,30.846,65.8676
1632299877,30.6755,70.5712
1632303477,30.2792,72.268
1632307077,30.0026,73.962
1632310677,29.8748,75.1636
1632314277,29.4409,72.6586
